"","word","gender","cnt"
"21728","Klarheit","f",22126
"30497","Schwäche","f",22103
"15253","Gebilde","n",22100
"36893","Zeugnis","n",22039
"30527","Schwangerschaft","f",21985
"2721","Arbeitsteilung","f",21934
"30346","Schulz","m",21907
"211","Abhandlung","f",21883
"19254","Intention","f",21861
"26903","Mischung","f",21841
"31572","Serie","f",21785
"26131","Menü","n",21777
"37597","Zusammenspiel","n",21769
"1721","Anleger","m",21759
"26367","Methodik","f",21759
"21379","Kilometer","m",21733
"23635","Korrelation","f",21728
"13019","Etablierung","f",21701
"3494","Aufforderung","f",21700
"31927","Signal","n",21631
"12479","Erlebnis","n",21610
"6152","Bekämpfung","f",21584
"8982","Dominanz","f",21577
"8617","Ding","n",21549
"692","Abwehr","f",21481
"16828","Gewerkschaft","f",21472
"16562","Gesprächspartner","m",21369
"19124","Installation","f",21368
"518","Absicherung","f",21365
"28388","Nachmittag","m",21294
"31415","Selektion","f",21276
"12777","Erwachsene","f",21259
"17492","Hauptsache","f",21248
"27462","Monarchie","f",21232
"8280","Dach","n",21217
"317","Abnahme","f",21213
"6935","Bestellung","f",21172
"36529","Zeitgeschichte","f",21163
"15594","Gen","n",21155
"24958","Märchen","n",21146
"27335","Mode","f",21111
"25655","Mechanismus","m",21086
"23890","Kranke","f",21082
"16799","Gewerbe","n",21050
"18564","Indikator","m",21029
"10664","Eintrag","m",21025
"433","Abschied","m",21022
"4801","Baby","n",21021
"23936","Krankenversicherung","f",21014
"6072","Bein","n",20996
"36460","Zeichnung","f",20953
"18901","Inhaltsverzeichnis","n",20935
"19841","Jugendhilfe","f",20925
"26445","Mieter","m",20919
"24775","Mama","f",20907
"37455","Zulassung","f",20907
"32499","Syndrom","n",20894
"1900","Ansehen","n",20886
"867","Adel","m",20874
"21002","Kaufmann","m",20873
"6339","Benutzung","f",20864
"26600","Militär","m",20833
"26601","Militär","n",20833
"30612","Schweigen","n",20816
"35579","Unternehmenskultur","f",20805
"11108","Elite","f",20796
"17963","Hunger","m",20791
"6282","Bemerkung","f",20776
"13980","Färbung","f",20744
"30959","Sehnsucht","f",20714
"10202","Einblick","m",20712
"16365","Geschmack","m",20616
"27351","Modellierung","f",20591
"6708","Beschäftigte","f",20563
"23315","Konzern","m",20527
"10161","Eignung","f",20523
"12897","Erzeugung","f",20488
"5891","Begeisterung","f",20374
"32396","Susanne","f",20316
"3230","Atem","m",20294
"5931","Begrenzung","f",20246
"9924","Ehefrau","f",20244
"22789","Konfiguration","f",20231
"13673","Fahrzeug","n",20227
"7619","Bier","n",20188
"12585","Eröffnung","f",20147
"381","Abrüstung","f",20130
"2547","Arbeitsgruppe","f",20128
"15850","Gerät","n",20092
"22834","Konfrontation","f",20004
"776","Achse","f",19952
"23017","Konstanz","f",19952
"23018","Konstanz","n",19952
"24685","Majestät","f",19938
"23170","Konto","n",19840
"17203","Harald","m",19804
"26296","Metall","n",19792
"12566","Erneuerung","f",19789
"16684","Gesundheitswesen","n",19782
"18232","Idealismus","m",19708
"24531","Luxemburg","n",19704
"31464","Senat","m",19665
"6243","Belgien","n",19653
"21697","Kläger","m",19651
"11597","Entfremdung","f",19630
"17890","Hugo","m",19612
"2152","Anwendungsbereich","m",19601
"2305","Apparat","m",19581
"22123","Knochen","m",19564
"14838","Gabe","f",19559
"4959","Balance","f",19505
"722","Abwesenheit","f",19483
"12474","Erläuterung","f",19476
"18574","Individualisierung","f",19421
"2417","Arbeiterschaft","f",19370
"26418","Mexiko","n",19360
"32714","Tagebuch","n",19341
"34748","Umfrage","f",19317
"37558","Zusammenbruch","m",19308
"14471","Fuchs","m",19277
"3888","Ausbeutung","f",19272
"23654","Korruption","f",19262
"12349","Erhalt","m",19206
"293","Ableitung","f",19203
"22103","Knie","n",19193
"3093","Asien","n",19186
"1485","Anforderung","f",19173
"10637","Einstieg","m",19166
"1551","Angestellte","f",19160
"27977","Musiker","m",19154
"26844","Ministerpräsident","m",19114
"21785","Klassifikation","f",19100
"12622","Erregung","f",19056
"23629","Korrektur","f",19019
"15076","Gast","m",18975
"1494","Anfrage","f",18973
"3380","Attraktivität","f",18943
"37164","Zivilisation","f",18933
"20822","Kassel","n",18929
"34482","Überlegung","f",18929
"15273","Gebot","n",18922
"15155","Gattung","f",18868
"10287","Eingabe","f",18850
"10665","Eintragung","f",18849
"18506","Inanspruchnahme","f",18841
"1751","Anmeldung","f",18836
"31692","Seyn","n",18814
"3637","Aufrechterhaltung","f",18812
"8601","Dilemma","n",18812
"19796","Judentum","n",18793
"20391","Kaninchen","n",18755
"4607","Auswirkung","f",18736
"25679","Mediation","f",18734
"10712","Einwilligung","f",18733
"24743","Malerei","f",18730
"7994","Coaching","n",18706
"6670","Berührung","f",18648
"8144","Copyright","n",18623
"3873","Ausarbeitung","f",18616
"29485","Schloss","n",18615
"14955","Ganzes","n",18613
"18883","Inhaber","m",18592
"10448","Einladung","f",18581
"9216","Drama","n",18516
"34199","Tun","n",18508
"1282","Analogie","f",18505
"2568","Arbeitskraft","f",18503
"7577","Bibliographie","f",18489
"1729","Anleitung","f",18456
"28986","Schein","m",18439
"12626","Erreichen","n",18429
"36100","Utopie","f",18421
"26597","Milieu","n",18419
"16196","Geschäftsführung","f",18413
"3674","Aufsicht","f",18378
"31136","Selbständigkeit","f",18337
"28774","Nationalbibliothek","f",18311
"33666","Teufel","m",18247
"1423","Aneignung","f",18204
"24742","Maler","m",18201
"20896","Katastrophe","f",18193
"20300","Kampagne","f",18179
"14579","Fundament","n",18151
"12471","Erlaubnis","f",18141
"27760","Motto","n",18131
"6846","Besitzer","m",18126
"26926","Missbrauch","m",18076
"13193","Ex","f",18053
"13194","Ex","m",18053
"26484","Migrationshintergrund","m",18027
"28281","Nachdruck","m",18023
"34922","Umwandlung","f",18012
"27392","Modul","m",17988
"27393","Modul","n",17988
"18614","Industrialisierung","f",17947
"9661","Durchmesser","m",17943
"1667","Ankunft","f",17942
"37162","Zivilgesellschaft","f",17933
"32887","Tanz","m",17925
"23388","Koordinierung","f",17922
"35438","Untergang","m",17891
"12599","Erörterung","f",17889
"29263","Schlacht","f",17875
"4814","Bach","m",17855
"21166","Kennzeichen","n",17829
"33883","Therapeut","m",17828
"189","Abgeordneter","m",17801
"13233","Exil","n",17785
"6946","Bestimmtheit","f",17781
"4362","Ausschuss","m",17718
"31594","Serum","n",17704
"2187","Anzeichen","n",17696
"25559","Matrix","f",17694
"27735","Motor","m",17667
"28368","Nachkriegszeit","f",17665
"17138","Güte","f",17638
"22849","Kongress","m",17632
"16866","Gewichtung","f",17608
"9866","Eduard","m",17604
"33548","Terminus","m",17584
"13290","Expansion","f",17551
"24253","Kriegsende","n",17517
"18701","Infektion","f",17511
"34980","Umweltschutz","m",17505
"16444","Gesellschaftsordnung","f",17470
"18342","Illusion","f",17463
"7767","Bildschirm","m",17448
"33323","Teilung","f",17437
"18262","Identifizierung","f",17423
"32883","Tante","f",17414
"22029","Kloster","n",17409
"32534","Synthese","f",17408
"30349","Schulze","m",17407
"37206","Zoll","m",17386
"37207","Zoll","f",17386
"24575","Lyrik","f",17340
"6165","Bekenntnis","n",17277
"2843","Ärger","m",17270
"25450","Maßgabe","f",17251
"22858","Königin","f",17241
"17226","Harmonie","f",17222
"23016","Konstantinopel","n",17212
"7029","Betrachter","m",17201
"1344","Anatomie","f",17199
"32810","Taktik","f",17198
"10834","Eisen","n",17185
"20002","Kabinett","m",17173
"20003","Kabinett","n",17173
"21294","Kette","f",17155
"5789","Beeinträchtigung","f",17154
"7987","Cluster","m",17111
"34542","Überschrift","f",17103
"13614","Fahrer","m",17101
"34187","Tumor","m",17050
"4014","Ausfuhr","f",17038
"34485","Überlieferung","f",17022
"23207","Kontrast","m",17009
"1841","Anreiz","m",16988
"6473","Berger","m",16979
"7178","Betriebswirtschaftslehre","f",16974
"31653","Sex","m",16970
"36155","Van","m",16969
"12058","Erarbeitung","f",16968
"20360","Kanada","n",16961
"21423","Kindergarten","m",16953
"12467","Erlass","m",16952
"15029","Gas","n",16952
"28976","Scheidung","f",16914
"14717","Fürsorge","f",16905
"27627","Mord","m",16879
"27628","Mord","n",16879
"6159","Bekanntmachung","f",16869
"13115","Europäer","m",16853
"24939","Manuskript","n",16841
"35419","Unterdrückung","f",16809
"151","Abfolge","f",16807
"11655","Entlassung","f",16794
"163","Abgabe","f",16760
"20367","Kanal","m",16740
"8420","Didaktik","f",16727
"26869","Minute","f",16719
"18724","Inflation","f",16701
"33542","Terminologie","f",16701
"32623","Szenario","n",16696
"6757","Bescheid","m",16658
"19248","Intensivierung","f",16604
"19529","Investment","n",16602
"2371","Ära","f",16591
"6286","Bemühen","n",16588
"420","Abschaffung","f",16560
"20921","Katharina","f",16560
"185","Abgeordnete","f",16547
"19049","Innsbruck","n",16530
"29770","Schnitt","m",16518
"23028","Konstitution","f",16494
"10260","Einflussnahme","f",16484
"8911","Doktor","m",16479
"33574","Terror","m",16477
"10387","Einkauf","m",16472
"11728","Entscheidungsfindung","f",16469
"1836","Anregung","f",16454
"37305","Zucker","m",16453
"24371","Kriminalität","f",16449
"33430","Tempel","m",16449
"1956","Anstrengung","f",16430
"14522","Führungskraft","f",16421
"11709","Entschädigung","f",16416
"22707","Komposition","f",16395
"37028","Zimmermann","m",16395
"23456","Kopie","f",16346
"34009","Thüringen","n",16344
"6434","Berechtigung","f",16334
"9575","Dunkelheit","f",16297
"37608","Zusatz","m",16289
"32967","Tasche","f",16273
"35293","Universum","n",16246
"21342","Kiel","m",16242
"21343","Kiel","n",16242
"18961","Inland","n",16241
"24458","Krone","f",16233
"35122","Unfall","m",16227
"22860","Königreich","n",16206
"29440","Schleswig","n",16201
"28828","Nationalversammlung","f",16182
"12839","Erwerbstätigkeit","f",16143
"7186","Betroffene","f",16129
"11759","Entscheidungsträger","m",16127
"29341","Schlag","m",16104
"34175","Tugend","f",16098
"20208","Kälte","f",16096
"11511","Engländer","m",16084
"8706","Dirk","f",16047
"8707","Dirk","m",16047
"16311","Geschichtswissenschaft","f",16012
"6216","Beleg","m",16010
"1362","Anblick","m",15996
"15892","Gerichtshof","m",15993
"20450","Kanzler","m",15976
"12755","Ertrag","m",15969
"32233","Skepsis","f",15945
"20956","Katze","f",15911
"14971","Garantie","f",15898
"32559","Systematik","f",15893
"37714","Zuwendung","f",15870
"6571","Berufsausbildung","f",15863
"6048","Beifall","m",15847
"7038","Betreff","m",15842
"9938","Ehemann","m",15842
"21167","Kennzeichnung","f",15839
"33015","Tatbestand","m",15831
"19851","Jugendlicher","m",15822
"33476","Tempo","n",15819
"10836","Eisenbahn","f",15802
"4620","Auszug","m",15786
"15419","Geduld","f",15782
"31436","Semantik","f",15772
"33201","Tee","m",15752
"33202","Tee","n",15752
"11163","Emanzipation","f",15738
"37701","Zuverlässigkeit","f",15733
"4768","Axel","m",15715
"25900","Meier","m",15713
"15234","Gebet","n",15707
"31186","Selbstbewusstsein","n",15696
"37498","Zunge","f",15688
"12664","Erscheinen","n",15687
"9152","Dortmund","n",15666
"10054","Eigenart","f",15638
"12679","Erschließung","f",15628
"23615","Korps","n",15625
"35347","Unruhe","f",15610
"724","Abwicklung","f",15607
"34237","Türken","m",15607
"921","Alt","m",15572
"922","Alt","n",15572
"27667","Moritz","m",15566
"29713","Schnee","m",15547
"16533","Gesinnung","f",15528
"9753","DVD","f",15520
"31384","Selbstverwaltung","f",15511
"14388","Ferne","f",15489
"11658","Entlastung","f",15488
"16270","Geschenk","n",15484
"10273","Einfuhr","f",15448
"25986","Meldung","f",15424
"6880","Besserung","f",15395
"31549","Sequenz","f",15356
"37598","Zusammenstellung","f",15335
"12779","Erwachsenenbildung","f",15311
"29976","Schreibtisch","m",15311
"26631","Militarismus","m",15292
"8469","Dienstleister","m",15245
"3498","Aufführung","f",15203
"13343","Export","n",15177
"13344","Export","m",15177
"24526","Lutz","m",15162
"19619","Irrtum","m",15137
"7494","Bezirk","m",15116
"22254","Koexistenz","f",15106
"19140","Institute","n",15089
"37273","Zorn","m",15088
"2675","Arbeitsproduktivität","f",15076
"13083","Eugen","m",15063
"6802","Beschwerde","f",15030
"19328","Internationalisierung","f",15022
"35875","Unzufriedenheit","f",15018
"37423","Zuhörer","m",14984
"16404","Geschwister","n",14982
"17588","Hausarbeit","f",14974
"17303","Hass","m",14953
"20466","Kapazität","f",14952
"25606","Maus","f",14945
"12936","Erziehungswissenschaft","f",14944
"10822","Eis","n",14919
"30003","Schriftenreihe","f",14913
"4903","Bahnhof","m",14896
"34469","Überleben","n",14875
"14761","Fuss","m",14861
"16303","Geschichtsschreibung","f",14848
"16735","Gewährung","f",14840
"32995","Taste","f",14833
"14650","Funktionalität","f",14802
"3685","Aufsichtsrat","m",14797
"5038","Bandbreite","f",14781
"34661","Ufer","n",14763
"15446","Gemälde","n",14738
"37003","Ziffer","f",14711
"29214","Schilderung","f",14707
"15715","Genf","n",14701
"8340","Diagramm","n",14697
"31124","Sekunde","f",14666
"24040","Kredit","m",14640
"7985","Club","m",14639
"7518","Bezugnahme","f",14625
"11769","Entschließung","f",14624
"6969","Bestreben","n",14623
"27486","Mond","m",14623
"32471","Symptomatik","f",14601
"33573","Territorium","n",14597
"13448","Fabrik","f",14592
"30934","Segment","n",14585
"8783","Disposition","f",14564
"31100","Sektion","f",14563
"18489","Impuls","m",14545
"736","Abzug","m",14524
"37604","Zusammenwirken","n",14523
"4253","Auslöser","m",14500
"37581","Zusammenleben","n",14488
"3947","Ausbruch","m",14484
"3948","Ausbruch","f",14484
"24136","Kreislauf","m",14480
"4373","Aussehen","n",14474
"26110","Menschenwürde","f",14461
"15943","Germanistik","f",14449
"26209","Messe","f",14441
"28927","Naturwissenschaft","f",14411
"17905","Hülfe","f",14402
"32753","Tagesordnung","f",14400
"6921","Bestehen","n",14397
"8866","Division","f",14396
"4355","Ausschnitt","m",14395
"34901","Umstellung","f",14394
"30328","Schulung","f",14389
"3384","Attribut","n",14385
"10816","Einzug","m",14383
"36743","Zentrale","f",14373
"11606","Entgelt","n",14357
"23644","Korrespondenz","f",14350
"28952","Nazi","m",14342
"7654","Bilanzierung","f",14326
"17933","Humor","m",14324
"12790","Erwähnung","f",14323
"26980","Misstrauen","n",14304
"7032","Betrachtungsweise","f",14294
"13502","Fächer","m",14279
"11797","Entstehen","n",14263
"4545","Australien","n",14251
"22304","Köhler","m",14248
"16726","Gewährleistung","f",14234
"2535","Arbeitsgemeinschaft","f",14215
"3415","Aufarbeitung","f",14195
"6238","Beleuchtung","f",14191
"12468","Erlaß","m",14189
"27558","Montag","m",14133
"21708","Klang","m",14131
"17213","Hardware","f",14082
"23268","Konvention","f",14074
"24020","Krebs","m",14073
"1917","Ansprache","f",14035
"19217","Integrität","f",14019
"28078","Muskulatur","f",14015
"7135","Betriebsrat","m",14014
"13191","Ewigkeit","f",13998
"21763","Klassenkampf","m",13989
"19142","Institutionalisierung","f",13986
"32355","Supervision","f",13973
"35709","Unterschrift","f",13960
"1879","Anschein","m",13948
"4117","Ausgrenzung","f",13941
"6888","Bestandsaufnahme","f",13924
"23004","Konsolidierung","f",13923
"6293","Benachteiligung","f",13905
"11226","Empfang","m",13898
"34480","Überlegenheit","f",13894
"102","Abenteuer","n",13891
"6995","Betätigung","f",13881
"35973","Urkunde","f",13881
"8614","DIN","n",13880
"9870","Edward","m",13851
"19534","Investor","m",13851
"33083","Taufe","f",13845
"15596","Genauigkeit","f",13833
"9354","Dritter","m",13832
"379","Abruf","m",13799
"3523","Aufgabenstellung","f",13774
"11813","Enttäuschung","f",13761
"27509","Monika","f",13726
"23336","Konzert","n",13724
"29951","Schreiber","m",13715
"16653","Gesundheitsförderung","f",13703
"28224","Mythologie","f",13692
"5157","Bar","f",13691
"5158","Bar","n",13691
"11187","Emigration","f",13681
"8656","Diplomarbeit","f",13672
"15578","Gemüse","n",13665
"153","Abfrage","f",13661
"31787","Sicherheitspolitik","f",13660
"15706","Genese","f",13654
"31805","Sicherstellung","f",13654
"9008","Don","m",13653
"19895","Julia","f",13652
"31089","Sekretär","m",13646
"16906","Gewinnung","f",13612
"29428","Schleimhaut","f",13596
"10695","Einwand","m",13579
"15799","Geographie","f",13555
"25158","Marktforschung","f",13522
"32141","Sitten","n",13516
"22362","Kollege","m",13489
"22962","Können","n",13488
"15667","Generalsekretär","m",13443
"37097","Zinssatz","m",13408
"12489","Erleichterung","f",13401
"4624","Authentizität","f",13398
"22681","Komplex","m",13394
"19780","Jude","m",13375
"22553","Kommune","f",13365
"2145","Anwendbarkeit","f",13355
"1086","Ambivalenz","f",13348
"22492","Kommando","n",13346
"22493","Kommando","m",13346
"19585","Ironie","f",13344
"26686","Million","f",13339
"31500","Senkung","f",13336
"30656","Schwelle","f",13330
"7470","Bezahlung","f",13329
"16927","Gewissheit","f",13327
"18560","Indikation","f",13321
"35205","Unglück","n",13320
"4275","Ausnutzung","f",13319
"28258","Nachbarschaft","f",13305
"10525","Einsamkeit","f",13258
"30401","Schütz","m",13255
"30402","Schütz","n",13255
"37993","Zyklus","m",13251
"16466","Gesetzentwurf","m",13244
"36936","Zielerreichung","f",13234
"18202","Hysterie","f",13227
"36145","Validität","f",13205
"29575","Schlussfolgerung","f",13201
"25344","Maske","f",13189
"29817","Schock","m",13187
"29818","Schock","n",13187
"3298","Atmung","f",13162
"35412","Unterbringung","f",13154
"20533","Kapitalgesellschaft","f",13128
"2131","Anwalt","m",13114
"24633","Mahler","m",13114
"27072","Mitgliedstaat","m",13104
"794","Acht","f",13073
"28295","Nachfolge","f",13054
"19583","Irland","n",13050
"6245","Belgrad","n",13043
"27118","Mittag","m",13040
"18950","Inkrafttreten","n",13034
"7635","Bieter","m",13022
"19814","Jugendarbeit","f",13010
